,name,EFA,thc_input,cbd_input,type_Indica,type_Sativa
893,Sunshine Daydream,"Relaxed, Euphoric, Happy, Hungry, Uplifted, Dry Mouth, Anxious, Sweet, Citrus, Blueberry, Inflammation, Pain, Depression, Nausea, Insomnia",861.6176470588235,16.0,0,0
894,Super Bud,"Relaxed, Sleepy, Happy, Creative, Dry Mouth, Anxious, Citrus, Mint, Insomnia, Lack of Appetite, Pain, Stress",861.6176470588235,16.0,0,0
895,Super Cheese,"Euphoric, Relaxed, Happy, Sleepy, Energetic, Dry Mouth, Earthy, Insomnia, Pain, Stress, Depression",861.6176470588235,16.0,0,0
896,Super Chronic,"Happy, Relaxed, Sleepy, Euphoric, Focused, Dry Mouth, Earthy, Pine, Inflammation, Pain, Insomnia, Nausea, Stress",858.4444444444445,13.0,1,0
897,Super Kush,"Relaxed, Happy, Euphoric, Uplifted, Hungry, Dry Mouth, Anxious, Paranoid, Earthy, Pine, Stress, Insomnia, Lack of Appetite, Muscle Spasms, Depression",861.6176470588235,16.0,0,0
898,Supergirl,"Happy, Relaxed, Sleepy, Euphoric, Dry Mouth, Paranoid, Earthy, Stress, Depression, Pain, Lack of Appetite",861.6176470588235,16.0,0,0
899,Sweet and Sour Widow,"Relaxed, Happy, Uplifted, Euphoric, Tingly, Dry Mouth, Paranoid, Earthy, Sweet, Pain, Stress, Depression, Insomnia",858.4444444444445,13.0,1,0
900,Sweet Baby Jane,"Relaxed, Happy, Sleepy, Tingly, Dry Mouth, Citrus, Sweet, Muscle Spasms, Stress, Pain, Inflammation, Insomnia",858.4444444444445,13.0,1,0
901,Sweet Black Angel,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Sweet, Berry, Pine, Depression, Stress, Pain, Insomnia",861.6176470588235,16.0,0,0
902,Sweet Deep Grapefruit,"Relaxed, Sleepy, Euphoric, Hungry, Happy, Dry Mouth, Paranoid, Citrus, Sweet, Pain, Inflammation, Stress, Insomnia",861.6176470588235,16.0,0,0
903,Sweet Lafayette,"Relaxed, Happy, Euphoric, Uplifted, Horny, Dry Mouth, Citrus, Earthy, Pine, Stress, Depression, Pain, Insomnia",861.6176470588235,16.0,0,0
904,Swiss Indica,"Energetic, Creative, Relaxed, Happy, Uplifted, Dry Mouth, Ammonia, Berry, Pain, Stress, Inflammation, Insomnia, Depression",861.6176470588235,16.0,0,0
905,Terminator OG,"Relaxed, Happy, Sleepy, Creative, Uplifted, Dry Mouth, Sweet, Pine, Rose, Stress, Insomnia, Pain, Muscle Spasms",858.4444444444445,13.0,1,0
906,The Black,"Relaxed, Sleepy, Happy, Tingly, Euphoric, Dry Mouth, Anxious, Paranoid, Earthy, Sweet, Insomnia, Stress, Pain, Muscle Spasms, Inflammation",861.6176470588235,16.0,0,0
907,The OX,"Relaxed, Happy, Uplifted, Tingly, Dry Mouth, Paranoid, Sweet, Citrus, Coffee, Pain, Stress, Inflammation, Depression, Muscle Spasms",861.6176470588235,16.0,0,0
908,The Sister,"Relaxed, Uplifted, Horny, Tingly, Creative, Dry Mouth, Sweet, Skunk, Pain, Insomnia, Depression, Lack of Appetite",858.4444444444445,13.0,1,0
909,Tora Bora,"Relaxed, Tingly, Sleepy, Happy, Euphoric, Dry Mouth, Paranoid, Earthy, Pine, Pain, Stress, Insomnia, Inflammation, Muscle Spasms",861.6176470588235,16.0,0,0
910,Tranquil Elephantizer: Remix,"Relaxed, Sleepy, Happy, Tingly, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Pepper, Sweet, Pain, Nausea, Insomnia, Muscle Spasms, Stress",858.4444444444445,13.0,1,0
911,Triangle Kush,"Relaxed, Euphoric, Uplifted, Happy, Sleepy, Dry Mouth, Paranoid, Earthy, Skunk, Depression, Pain, Stress, Insomnia",858.4444444444445,13.0,1,0
912,True X,"Sleepy, Relaxed, Tingly, Uplifted, Energetic, Dry Mouth, Earthy, Pine, Stress, Depression, Insomnia",858.4444444444445,13.0,1,0
913,Truffle Butter,"Horny, Sleepy, Euphoric, Happy, Dry Mouth, Sweet, Vanilla, Inflammation, Insomnia, Pain, Stress",858.4444444444445,13.0,1,0
914,Tuna Kush,"Relaxed, Uplifted, Sleepy, Happy, Euphoric, Dry Mouth, Paranoid, Skunk, Sweet, Stress, Depression, Insomnia, Lack of Appetite",858.4444444444445,13.0,1,0
915,Tyson,"Relaxed, Sleepy, Happy, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious, Earthy, Sweet, Stress, Insomnia, Muscle Spasms, Pain",858.4444444444445,13.0,1,0
916,U2 Kush,"Relaxed, Sleepy, Happy, Hungry, Uplifted, Dry Mouth, Anxious, Sweet, Depression, Insomnia, Stress, Pain",861.6176470588235,16.0,0,0
917,UltraViolet OG,"Relaxed, Uplifted, Tingly, Creative, Happy, Dry Mouth, Paranoid, Berry, Earthy, Stress, Depression, Insomnia, Pain",861.6176470588235,16.0,0,0
918,UW,"Relaxed, Sleepy, Hungry, Happy, Euphoric, Dry Mouth, Paranoid, Anxious, Earthy, Berry, Insomnia, Stress, Pain, Lack of Appetite, Depression",858.4444444444445,13.0,1,0
919,Vader OG,"Relaxed, Happy, Talkative, Creative, Anxious, Earthy, Sweet, Pain, Stress, Depression, Insomnia",861.6176470588235,16.0,0,0
920,Violator Kush,"Relaxed, Sleepy, Euphoric, Happy, Focused, Dry Mouth, Paranoid, Anxious, Earthy, Depression, Stress, Insomnia, Pain",858.4444444444445,13.0,1,0
921,West Coast Dawg,"Euphoric, Uplifted, Relaxed, Creative, Happy, Dry Mouth, Sweet, Pain, Stress, Depression, Insomnia",858.4444444444445,13.0,1,0
922,Whitaker Blues,"Relaxed, Sleepy, Happy, Uplifted, Euphoric, Dry Mouth, Sweet, Apple, Stress, Insomnia, Depression, Pain",861.6176470588235,16.0,0,0
923,White Bastard,"Relaxed, Euphoric, Sleepy, Focused, Happy, Sweet, Blueberry, Pine, Muscle Spasms, Pain, Inflammation",858.4444444444445,13.0,1,0
924,White Caramel Cookie,"Euphoric, Relaxed, Horny, Sleepy, Talkative, Dry Mouth, Sweet, Berry, Grape, Depression, Lack of Appetite, Muscle Spasms, Pain, Stress",858.4444444444445,13.0,1,0
925,White Dragon,"Relaxed, Happy, Talkative, Hungry, Euphoric, Dry Mouth, Paranoid, Anxious, Earthy, Sweet, Pain, Stress, Insomnia, Depression",861.6176470588235,16.0,0,0
926,White Empress,"Euphoric, Happy, Relaxed, Sleepy, Uplifted, Sweet, Citrus, Earthy, Depression, Stress",861.6176470588235,16.0,0,0
927,White Fire 43,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Sweet, Earthy, Stress, Pain, Depression, Insomnia",858.4444444444445,13.0,1,0
928,White Kryptonite,"Relaxed, Happy, Euphoric, Uplifted, Dry Mouth, Berry, Sweet, Stress, Depression, Insomnia, Pain",861.6176470588235,16.0,0,0
929,White Kush,"Sleepy, Relaxed, Hungry, Horny, Happy, Dry Mouth, Paranoid, Anxious, Berry, Sweet, Insomnia, Pain, Stress, Depression, Lack of Appetite",861.6176470588235,16.0,0,0
930,White OG,"Relaxed, Euphoric, Happy, Sleepy, Uplifted, Dry Mouth, Earthy, Pine, Stress, Pain, Insomnia, Depression, Nausea",861.6176470588235,16.0,0,0
931,White Tygh Dream,"Sleepy, Focused, Happy, Relaxed, Hungry, Citrus, Earthy, Pain, Stress, Inflammation, Insomnia, Lack of Appetite",858.4444444444445,13.0,1,0
932,Whitewalker OG,"Relaxed, Happy, Tingly, Euphoric, Sleepy, Paranoid, Dry Mouth, Earthy, Sweet, Stress, Pain, Lack of Appetite, Nausea, Depression",861.6176470588235,16.0,0,0
933,Wonder Kid,"Euphoric, Happy, Relaxed, Tingly, Uplifted, Paranoid, Sweet, Citrus, Muscle Spasms, Depression, Lack of Appetite, Stress",858.4444444444445,13.0,1,0
934,Wonder Woman OG,"Relaxed, Sleepy, Horny, Tingly, Uplifted, Dry Mouth, Paranoid, Citrus, Stress, Insomnia, Pain, Inflammation, Nausea",858.4444444444445,13.0,1,0
935,Woody Kush,"Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Paranoid, Pine, Earthy, Insomnia, Stress, Depression, Pain, Lack of Appetite",861.6176470588235,16.0,0,0
936,WSU,"Relaxed, Euphoric, Hungry, Happy, Talkative, Dry Mouth, Pine, Earthy, Berry, Pain, Stress, Depression, Insomnia, Lack of Appetite",858.4444444444445,13.0,1,0
937,X-Wing,"Happy, Sleepy, Relaxed, Creative, Hungry, Dry Mouth, Earthy, Sweet, Stress, Depression, Insomnia, Pain, Lack of Appetite",858.4444444444445,13.0,1,0
938,XXX 420,"Relaxed, Talkative, Happy, Uplifted, Energetic, Dry Mouth, Paranoid, Sweet, Berry, Blueberry, Depression, Stress, Insomnia, Lack of Appetite",858.4444444444445,13.0,1,0
939,XXX OG,"Sleepy, Relaxed, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Earthy, Pine, Stress, Pain, Insomnia, Depression, Lack of Appetite",858.4444444444445,13.0,1,0
940,Zkittlez,"Relaxed, Happy, Euphoric, Uplifted, Creative, Dry Mouth, Anxious, Sweet, Berry, Citrus, Stress, Depression, Pain, Muscle Spasms",858.4444444444445,13.0,1,0
941,Zoom Pie,"Hungry, Uplifted, Relaxed, Happy, Berry, Earthy, Muscle Spasms, Pain, Insomnia, Lack of Appetite",858.4444444444445,13.0,1,0
